divorce_date,divorce_type,nationality_man,date_of_birth_man,place_of_birth_man,birth_municipality_man,birth_federal_man,birth_country_man,age_man,residence_municipality_man,residence_federal_man,residence_country_man,monthly_income_man,occupation_man,place_of_residence_man,nationality_woman,date_of_birth_woman,date_of_birth_registration_date_woman,place_of_birth_woman,birth_municipality_woman,birth_federal_woman,birth_country_woman,age_woman,place_of_residence_woman,residence_municipality_woman,residence_federal_woman,residence_country_woman,occupation_woman,monthly_income_woman,date_of_marriage,marriage_certificate_place,marriage_certificate_municipality,marriage_certificate_federal,level_of_education_man,employment_status_man,level_of_education_woman,employment_status_woman,marriage_duration,marriage_duration_months,num_children,custody
19.05.2010,Notwendig,Rumänisch,12.05.2062,Düsseldorf,Hamburg,Essen,Deutschland,47.0,Köln,Köln,Deutschland,6000.0,Krankenpfleger,Berlin,Polnisch,03.06.2067,,Frankfurt am Main,Stuttgart,München,Deutschland,43.0,Frankfurt am Main,Düsseldorf,Berlin,Deutschland,Buchhalter,9000.0,07.01.1992,Köln,Hamburg,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,10.0,,2.0,Mutter
19.05.2011,Freiwillig,Italienisch,29.03.2040,Essen,Hamburg,Essen,Deutschland,71.0,Dortmund,Hamburg,Deutschland,8000.0,Verkäufer,Stuttgart,Kroatisch,02.10.2052,20/3/52,Leipzig,Düsseldorf,Essen,Deutschland,59.0,Stuttgart,München,München,Deutschland,Krankenpfleger,20000.0,15.12.1995,Berlin,Hamburg,Berlin,OTRO,Angestellter,Beruflich,Angestellter,15.0,,,
19.05.2014,Freiwillig,Italienisch,12.03.1981,Essen,Hamburg,München,Deutschland,32.0,Leipzig,Dortmund,Deutschland,10000.0,Ingenieur,München,Griechisch,05.05.1985,,Berlin,Düsseldorf,Essen,Deutschland,29.0,Stuttgart,Frankfurt am Main,Stuttgart,Deutschland,Krankenpfleger,10000.0,17.12.2011,Düsseldorf,Düsseldorf,Köln,Beruflich,Angestellter,Beruflich,Angestellter,2.0,,,
19.06.2000,Notwendig,Rumänisch,12.06.2072,Leipzig,Berlin,Stuttgart,Deutschland,27.0,Düsseldorf,Hamburg,Deutschland,2000.0,Mechaniker,Leipzig,Rumänisch,24.06.1975,10/11/75,Leipzig,Stuttgart,München,Deutschland,24.0,Stuttgart,Hamburg,Essen,Deutschland,Krankenpfleger,,24.01.1994,Hamburg,Stuttgart,München,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,6.0,3.0,1.0,Mutter
19.06.2000,Freiwillig,Polnisch,26.01.2073,Düsseldorf,Köln,Frankfurt am Main,Deutschland,27.0,Hamburg,München,Deutschland,14000.0,Buchhalter,Berlin,Deutsch,14.04.1976,11/2/77,Leipzig,Düsseldorf,Köln,Deutschland,24.0,Leipzig,Essen,Dortmund,Deutschland,Rechtsanwalt,4000.0,07.06.1993,Frankfurt am Main,Berlin,Berlin,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,7.0,,,
19.06.2000,Freiwillig,Russisch,23.02.2055,Stuttgart,Hamburg,Frankfurt am Main,Deutschland,45.0,Dortmund,Düsseldorf,Deutschland,2400.0,Koch,Essen,Spanisch,04.09.2055,21/11/89,Düsseldorf,Stuttgart,München,Deutschland,45.0,Düsseldorf,Düsseldorf,Berlin,Deutschland,Krankenpfleger,1800.0,19.12.1992,Dortmund,Hamburg,Düsseldorf,Sekundarstufe,Angestellter,PRIMARIA,Angestellter,7.0,6.0,,
19.06.2001,Freiwillig,Polnisch,03.01.2070,Köln,Düsseldorf,Essen,Deutschland,31.0,Dortmund,Leipzig,Deutschland,3000.0,Arzt,Düsseldorf,Rumänisch,10.03.2073,24/9/81,Stuttgart,Essen,München,Deutschland,27.0,Köln,Leipzig,Frankfurt am Main,Deutschland,Mechaniker,2000.0,07.04.1992,Düsseldorf,Düsseldorf,Düsseldorf,Vorbereitungsstufe,,Sekundarstufe,Angestellter,8.0,11.0,2.0,Mutter
19.06.2001,Freiwillig,Deutsch,01.08.1976,Berlin,Düsseldorf,Leipzig,Deutschland,25.0,Düsseldorf,Frankfurt am Main,Deutschland,4000.0,Softwareentwickler,Düsseldorf,Kroatisch,05.09.2073,25/5/73,Hamburg,Frankfurt am Main,Leipzig,Deutschland,28.0,Frankfurt am Main,Köln,Berlin,Deutschland,Krankenpfleger,,10.03.1992,Dortmund,Essen,München,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,8.0,,2.0,
19.06.2003,Freiwillig,Deutsch,13.03.2062,Dortmund,München,Essen,Deutschland,41.0,Düsseldorf,Dortmund,Deutschland,3200.0,Koch,Leipzig,Rumänisch,03.09.2061,29/8/61,Berlin,Hamburg,Köln,Deutschland,42.0,Essen,Dortmund,Köln,Deutschland,Softwareentwickler,8000.0,21.02.1997,Dortmund,Frankfurt am Main,Köln,Beruflich,Angestellter,Beruflich,Angestellter,6.0,3.0,1.0,Mutter
19.06.2003,Freiwillig,Rumänisch,25.07.2063,Düsseldorf,Essen,Frankfurt am Main,Deutschland,39.0,Hamburg,Düsseldorf,Deutschland,4000.0,Rechtsanwalt,Hamburg,Deutsch,25.05.2068,22/6/68,Leipzig,Düsseldorf,Dortmund,Deutschland,35.0,Düsseldorf,Essen,Frankfurt am Main,Deutschland,Rechtsanwalt,,20.04.1991,Köln,Hamburg,Düsseldorf,PRIMARIA,Angestellter,Sekundarstufe,Nicht beschäftigt,11.0,,2.0,Mutter
19.06.2003,Notwendig,Kroatisch,09.09.2069,Dortmund,München,Essen,Deutschland,33.0,Frankfurt am Main,Düsseldorf,Deutschland,3000.0,Verkäufer,München,Kroatisch,20.10.2067,7/12/67,Stuttgart,Hamburg,Berlin,Deutschland,35.0,Leipzig,Berlin,Stuttgart,Deutschland,Softwareentwickler,,31.08.1989,Frankfurt am Main,München,Köln,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,13.0,9.0,,
19.06.2003,Notwendig,Griechisch,23.07.2067,Hamburg,Dortmund,Leipzig,Deutschland,35.0,Berlin,Köln,Deutschland,15000.0,Softwareentwickler,Köln,Spanisch,17.10.2069,3/11/69,Leipzig,Hamburg,München,Deutschland,33.0,Düsseldorf,München,Stuttgart,Deutschland,Buchhalter,6000.0,03.06.1993,Berlin,Berlin,Köln,Beruflich,Einrichtung,Beruflich,Angestellter,10.0,,2.0,Mutter
19.06.2007,Freiwillig,Polnisch,24.05.2072,Berlin,Leipzig,Frankfurt am Main,Deutschland,35.0,Hamburg,Düsseldorf,Deutschland,,Mechaniker,Berlin,Kroatisch,05.01.2071,1/12/71,München,München,Stuttgart,Deutschland,36.0,Köln,München,Düsseldorf,Deutschland,Buchhalter,2300.0,03.05.1999,Stuttgart,Hamburg,Stuttgart,Sekundarstufe,Nicht beschäftigt,Sekundarstufe,Angestellter,8.0,3.0,,
19.06.2007,Notwendig,Bulgarisch,,Essen,Leipzig,München,Deutschland,42.0,Berlin,Leipzig,Deutschland,,Buchhalter,Frankfurt am Main,Bulgarisch,08.04.2062,,Dortmund,Frankfurt am Main,Köln,Deutschland,44.0,Hamburg,Leipzig,Köln,Deutschland,Verkäufer,,02.09.1990,Leipzig,Stuttgart,Frankfurt am Main,Sekundarstufe,Einrichtung,Vorbereitungsstufe,Angestellter,2.0,,2.0,
19.06.2007,Notwendig,Spanisch,14.04.2072,Leipzig,Düsseldorf,Düsseldorf,Deutschland,35.0,Hamburg,Köln,Deutschland,,Lehrer,Essen,Rumänisch,20.02.2072,,Frankfurt am Main,Leipzig,Frankfurt am Main,Deutschland,35.0,Leipzig,Köln,Stuttgart,Deutschland,Verkäufer,,26.04.2000,Essen,München,Köln,Beruflich,Angestellter,Beruflich,Angestellter,7.0,,1.0,Mutter
19.06.2008,Notwendig,Rumänisch,17.04.1974,Köln,Stuttgart,Frankfurt am Main,Deutschland,34.0,Frankfurt am Main,Essen,Deutschland,10000.0,Ingenieur,Essen,Bulgarisch,10.10.1983,,Essen,Dortmund,Düsseldorf,Deutschland,24.0,Leipzig,Frankfurt am Main,Düsseldorf,Deutschland,Rechtsanwalt,,22.03.2005,Düsseldorf,Frankfurt am Main,Stuttgart,Vorbereitungsstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,3.0,,1.0,Mutter
19.06.2009,Notwendig,Türkisch,02.07.2054,Essen,Dortmund,Leipzig,Deutschland,55.0,,,,,Softwareentwickler,,Bulgarisch,,,München,Essen,Düsseldorf,Deutschland,47.0,,,,,,,18.12.1991,Stuttgart,Berlin,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,17.0,,3.0,
19.06.2009,Notwendig,Bulgarisch,16.09.1975,Leipzig,München,Frankfurt am Main,Deutschland,33.0,Berlin,Köln,Deutschland,2500.0,Verkäufer,Düsseldorf,Deutsch,04.08.1974,,Dortmund,München,Köln,Deutschland,35.0,Frankfurt am Main,Frankfurt am Main,Stuttgart,Deutschland,Rechtsanwalt,3200.0,20.03.1993,Köln,Hamburg,München,Vorbereitungsstufe,Einrichtung,Beruflich,Angestellter,,,,
19.06.2012,Freiwillig,Italienisch,05.11.2070,München,Dortmund,München,Deutschland,42.0,Berlin,Hamburg,Deutschland,15000.0,Buchhalter,Frankfurt am Main,Deutsch,07.01.1985,18/9/85,Berlin,Hamburg,Leipzig,Deutschland,26.0,Hamburg,Berlin,Düsseldorf,Deutschland,Krankenpfleger,,16.11.2007,Berlin,Hamburg,Köln,Beruflich,Angestellter,Beruflich,Angestellter,4.0,6.0,,
19.06.2014,Freiwillig,Türkisch,29.12.1977,Köln,München,Essen,Deutschland,36.0,Düsseldorf,Stuttgart,Deutschland,,Krankenpfleger,Leipzig,Polnisch,02.07.1990,,Leipzig,Leipzig,Berlin,Deutschland,24.0,Dortmund,Essen,Düsseldorf,Deutschland,Buchhalter,7000.0,17.05.2013,Dortmund,Frankfurt am Main,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,,,,
19.07.2001,Freiwillig,Bulgarisch,14.08.2063,Leipzig,München,Köln,Deutschland,37.0,Hamburg,Stuttgart,Deutschland,6000.0,Softwareentwickler,Stuttgart,Italienisch,19.02.1976,10/3/76,Dortmund,Essen,München,Deutschland,25.0,Hamburg,Dortmund,Stuttgart,Deutschland,Softwareentwickler,5000.0,06.11.1994,Stuttgart,Hamburg,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,7.0,,1.0,PADRE
19.07.2002,Freiwillig,Italienisch,08.12.1975,Düsseldorf,Stuttgart,Berlin,Deutschland,26.0,,Stuttgart,ESTADOS UNIDOS DE AMERICA,15000.0,Krankenpfleger,Stuttgart,Griechisch,02.08.1977,13/7/77,Düsseldorf,Stuttgart,Stuttgart,Deutschland,25.0,München,,Dortmund,ESTADOS UNIDOS,Mechaniker,,28.09.2000,Düsseldorf,Dortmund,Berlin,PRIMARIA,Angestellter,PRIMARIA,Nicht beschäftigt,1.0,9.0,,
19.07.2004,Freiwillig,Russisch,24.06.2069,Berlin,Leipzig,Köln,Deutschland,35.0,Essen,Stuttgart,Deutschland,,Buchhalter,Frankfurt am Main,Deutsch,29.09.2069,29/9/69,Köln,Köln,Frankfurt am Main,Deutschland,34.0,Berlin,Hamburg,Dortmund,Deutschland,Softwareentwickler,,21.12.1996,Dortmund,Berlin,Stuttgart,Beruflich,PATRON O EMPRESARIO,Beruflich,Angestellter,7.0,6.0,1.0,
19.07.2005,Freiwillig,Spanisch,20.07.1974,Frankfurt am Main,Düsseldorf,,IRAN,30.0,,,,,Koch,,Italienisch,27.07.1978,,Stuttgart,Essen,München,Deutschland,26.0,Frankfurt am Main,Berlin,Frankfurt am Main,Deutschland,Verkäufer,,27.06.2003,Stuttgart,Berlin,Köln,Beruflich,Angestellter,Beruflich,Angestellter,2.0,,,
19.07.2005,Notwendig,Kroatisch,25.05.2073,Stuttgart,Stuttgart,Stuttgart,Deutschland,32.0,Köln,München,Deutschland,,,Dortmund,Russisch,12.01.2068,,Köln,Berlin,Dortmund,ESPA√ëA,36.0,Köln,Düsseldorf,Berlin,Deutschland,,,31.01.1990,Stuttgart,Köln,München,Beruflich,Angestellter,Beruflich,Angestellter,,,,
19.07.2007,Freiwillig,Italienisch,15.07.1974,Leipzig,Frankfurt am Main,Dortmund,Deutschland,32.0,Dortmund,Düsseldorf,Deutschland,9000.0,Mechaniker,Stuttgart,Polnisch,06.05.1975,14/1/76,Leipzig,Berlin,Hamburg,Deutschland,32.0,Essen,Düsseldorf,Düsseldorf,Deutschland,Rechtsanwalt,15000.0,21.12.2001,Köln,Dortmund,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,,
19.07.2010,Notwendig,Griechisch,09.08.1977,Düsseldorf,Köln,Berlin,Deutschland,32.0,Stuttgart,Düsseldorf,Deutschland,5000.0,Arzt,Düsseldorf,Griechisch,21.11.1982,,München,Köln,Stuttgart,Deutschland,27.0,Dortmund,Leipzig,Dortmund,Deutschland,,,20.12.2004,Dortmund,München,Dortmund,Vorbereitungsstufe,Angestellter,,,4.0,,2.0,Mutter
19.07.2011,Notwendig,Polnisch,01.03.1976,Hamburg,Hamburg,Essen,Deutschland,35.0,Leipzig,Hamburg,Deutschland,5000.0,Krankenpfleger,Düsseldorf,Italienisch,06.01.1979,,Köln,Köln,München,Deutschland,32.0,Leipzig,Leipzig,München,Deutschland,Koch,5000.0,24.09.2009,Leipzig,Berlin,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,1.0,10.0,2.0,Mutter
19.07.2011,Freiwillig,Kroatisch,07.09.2066,Hamburg,Dortmund,Düsseldorf,Deutschland,44.0,München,Köln,Deutschland,6000.0,Ingenieur,Köln,Griechisch,21.05.1975,26/7/75,Essen,Hamburg,Köln,Deutschland,36.0,Düsseldorf,Dortmund,Hamburg,Deutschland,Koch,3000.0,27.03.1998,Düsseldorf,Düsseldorf,Berlin,Beruflich,Angestellter,Vorbereitungsstufe,PATRON O EMPRESARIO,13.0,,,
19.07.2011,Freiwillig,Kroatisch,19.10.1986,Hamburg,Dortmund,Essen,Deutschland,24.0,Düsseldorf,Dortmund,Deutschland,9700.0,Krankenpfleger,Frankfurt am Main,Rumänisch,16.04.1987,14/11/87,Hamburg,Leipzig,Düsseldorf,Deutschland,24.0,Dortmund,Stuttgart,München,Deutschland,Lehrer,2000.0,08.06.2007,Frankfurt am Main,Frankfurt am Main,Leipzig,Beruflich,Angestellter,Sekundarstufe,Angestellter,3.0,10.0,,
19.07.2011,Notwendig,Polnisch,14.05.2068,Essen,Essen,Dortmund,Deutschland,43.0,München,Stuttgart,Deutschland,12000.0,Koch,Düsseldorf,Polnisch,13.02.2071,,Düsseldorf,Stuttgart,München,Deutschland,40.0,Leipzig,Stuttgart,Hamburg,Deutschland,Rechtsanwalt,7000.0,29.07.1995,Stuttgart,Leipzig,Essen,Beruflich,Angestellter,Beruflich,Angestellter,15.0,,2.0,Mutter
19.07.2012,Freiwillig,Spanisch,02.03.1977,Dortmund,München,Stuttgart,Deutschland,35.0,Dortmund,Düsseldorf,Deutschland,5500.0,Mechaniker,Köln,Polnisch,01.12.1985,23/2/85,Hamburg,Frankfurt am Main,Frankfurt am Main,Deutschland,27.0,Stuttgart,Stuttgart,Düsseldorf,Deutschland,Buchhalter,4500.0,04.09.2010,Essen,Hamburg,Essen,Vorbereitungsstufe,PATRON O EMPRESARIO,Vorbereitungsstufe,Angestellter,2.0,,,
19.07.2012,Freiwillig,Polnisch,02.05.2059,Dortmund,München,Berlin,Deutschland,53.0,München,Düsseldorf,Deutschland,10000.0,Koch,Dortmund,Rumänisch,10.09.2060,27/12/86,Hamburg,Hamburg,Köln,Deutschland,51.0,Frankfurt am Main,Köln,Köln,Deutschland,Buchhalter,,14.01.1980,Dortmund,Berlin,Köln,Vorbereitungsstufe,Angestellter,PRIMARIA,Nicht beschäftigt,32.0,,,
19.07.2012,Freiwillig,Griechisch,30.04.1979,München,Köln,Stuttgart,Deutschland,33.0,Essen,Stuttgart,Deutschland,,Arzt,Düsseldorf,Polnisch,26.08.1980,11/10/80,München,Leipzig,Köln,Deutschland,31.0,Hamburg,Leipzig,Essen,Deutschland,Mechaniker,,15.12.2006,Frankfurt am Main,Düsseldorf,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,4.0,,,
19.07.2012,Notwendig,Italienisch,03.10.1980,Essen,Berlin,Hamburg,Deutschland,32.0,Düsseldorf,Leipzig,Deutschland,,,Köln,Italienisch,25.05.1975,,Hamburg,Dortmund,Frankfurt am Main,Deutschland,37.0,Leipzig,Stuttgart,Köln,Deutschland,Ingenieur,6000.0,11.08.2002,Essen,Stuttgart,Hamburg,,,Beruflich,Angestellter,10.0,,1.0,Mutter
19.07.2013,Notwendig,Türkisch,12.01.2060,Hamburg,Frankfurt am Main,Frankfurt am Main,Deutschland,52.0,Hamburg,Berlin,Deutschland,,Koch,München,Türkisch,03.10.2056,,Düsseldorf,München,Stuttgart,Deutschland,57.0,Köln,Essen,Essen,Deutschland,,,17.04.1998,Berlin,Leipzig,Dortmund,,,,,12.0,,2.0,
19.08.2003,Freiwillig,Rumänisch,24.05.2067,München,München,Frankfurt am Main,Deutschland,36.0,Köln,Dortmund,Deutschland,20000.0,Verkäufer,Stuttgart,Griechisch,01.02.2068,25/4/68,Hamburg,Stuttgart,Hamburg,Deutschland,35.0,Stuttgart,Berlin,Düsseldorf,Deutschland,Lehrer,5000.0,03.08.1997,Frankfurt am Main,Stuttgart,Köln,Beruflich,Angestellter,Beruflich,Angestellter,6.0,4.0,1.0,Mutter
19.08.2003,Notwendig,Italienisch,28.08.2045,Dortmund,Dortmund,München,Deutschland,57.0,Düsseldorf,Stuttgart,Deutschland,9000.0,Verkäufer,München,Bulgarisch,,,,,,,,,,,,,,01.03.2067,München,Köln,München,Sekundarstufe,Angestellter,,,36.0,7.0,,
19.08.2004,Freiwillig,Spanisch,19.08.2072,Leipzig,Berlin,Berlin,Deutschland,32.0,Dortmund,Hamburg,Deutschland,5300.0,Mechaniker,München,Deutsch,23.11.1976,23/6/77,Düsseldorf,Köln,Hamburg,Deutschland,27.0,Essen,Leipzig,Frankfurt am Main,Deutschland,Rechtsanwalt,4300.0,19.03.1999,Essen,Dortmund,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,5.0,5.0,1.0,
19.08.2005,Notwendig,Spanisch,10.01.2052,Berlin,Essen,Frankfurt am Main,POLONIA,52.0,Dortmund,Düsseldorf,Deutschland,15000.0,Verkäufer,Düsseldorf,Türkisch,15.01.2052,,Stuttgart,Leipzig,Berlin,Deutschland,53.0,Köln,Köln,Leipzig,Deutschland,Verkäufer,12500.0,10.01.1986,Hamburg,Berlin,Essen,Beruflich,Angestellter,Beruflich,Angestellter,19.0,,2.0,
19.08.2008,Notwendig,Kroatisch,08.02.2061,Dortmund,Leipzig,Düsseldorf,Deutschland,47.0,Stuttgart,Leipzig,Deutschland,8000.0,,Düsseldorf,Deutsch,,,Stuttgart,Köln,Leipzig,Deutschland,46.0,München,Hamburg,Dortmund,Deutschland,Softwareentwickler,,06.11.1981,Essen,Köln,Stuttgart,Beruflich,Angestellter,Sekundarstufe,Angestellter,27.0,,3.0,
19.08.2008,Freiwillig,Polnisch,14.09.1985,Köln,München,Berlin,Deutschland,22.0,Leipzig,Köln,Deutschland,,Lehrer,Köln,Griechisch,20.05.1989,26/7/89,Berlin,Hamburg,Dortmund,Deutschland,19.0,Stuttgart,Stuttgart,Köln,Deutschland,Softwareentwickler,,06.05.2007,Berlin,Stuttgart,Essen,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,1.0,,,
19.08.2008,Notwendig,Rumänisch,12.02.1980,Hamburg,München,Hamburg,Deutschland,27.0,Köln,Essen,Deutschland,4000.0,Koch,Leipzig,Russisch,19.11.1977,,Leipzig,Stuttgart,München,Deutschland,30.0,Leipzig,Dortmund,Dortmund,Deutschland,Lehrer,6500.0,15.04.2005,Hamburg,Frankfurt am Main,Düsseldorf,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,30.0,1.0,1.0,Mutter
19.08.2009,Freiwillig,Griechisch,17.03.1983,Frankfurt am Main,Köln,Essen,Deutschland,26.0,Düsseldorf,Essen,Deutschland,9000.0,Arzt,Frankfurt am Main,Spanisch,01.04.1984,27/1/84,Leipzig,Essen,Berlin,Deutschland,25.0,Düsseldorf,Dortmund,Stuttgart,Deutschland,Mechaniker,6200.0,18.07.2008,Köln,Leipzig,Essen,Beruflich,Angestellter,Beruflich,Angestellter,1.0,,,
19.08.2009,Notwendig,Deutsch,11.12.2073,Frankfurt am Main,Düsseldorf,Dortmund,Deutschland,35.0,Düsseldorf,Dortmund,Deutschland,,Koch,Stuttgart,Italienisch,11.09.2072,,Köln,Dortmund,Frankfurt am Main,Deutschland,36.0,Berlin,Stuttgart,Stuttgart,Deutschland,Softwareentwickler,,23.02.1990,Düsseldorf,Köln,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,19.0,,2.0,
19.08.2011,Freiwillig,Deutsch,23.05.1985,Hamburg,Hamburg,Hamburg,Deutschland,26.0,Dortmund,Essen,Deutschland,4000.0,Mechaniker,Leipzig,Türkisch,28.10.1985,24/12/85,Berlin,Köln,Essen,Deutschland,25.0,München,Essen,Frankfurt am Main,Deutschland,Verkäufer,4000.0,26.03.2010,Düsseldorf,Stuttgart,Leipzig,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,1.0,,,
19.08.2011,Freiwillig,Deutsch,05.01.2067,Leipzig,Frankfurt am Main,München,Deutschland,44.0,Stuttgart,Köln,Deutschland,8600.0,Arzt,Berlin,Rumänisch,28.10.2054,27/12/54,Düsseldorf,Frankfurt am Main,Stuttgart,Deutschland,56.0,Stuttgart,Stuttgart,Dortmund,Deutschland,Buchhalter,16000.0,22.06.1994,Essen,Stuttgart,Berlin,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,17.0,,,
19.08.2013,Notwendig,Griechisch,27.02.1982,Köln,München,Frankfurt am Main,Deutschland,31.0,Leipzig,Köln,Deutschland,,Rechtsanwalt,Köln,Türkisch,02.05.1983,,Leipzig,Düsseldorf,Köln,Deutschland,30.0,Berlin,München,Essen,Deutschland,Lehrer,,09.03.2010,Dortmund,Essen,Berlin,,,,,3.0,,1.0,Mutter
19.09.2000,Freiwillig,Deutsch,16.06.2061,Leipzig,München,Düsseldorf,Deutschland,39.0,Berlin,Frankfurt am Main,Deutschland,2600.0,Ingenieur,Frankfurt am Main,Italienisch,06.03.2054,22/7/80,München,Düsseldorf,München,Deutschland,46.0,Düsseldorf,Frankfurt am Main,München,Deutschland,Softwareentwickler,5000.0,07.08.1994,Dortmund,Düsseldorf,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,6.0,1.0,,
19.09.2000,Freiwillig,Spanisch,13.07.2056,München,Frankfurt am Main,Düsseldorf,Deutschland,44.0,Frankfurt am Main,Stuttgart,Deutschland,2000.0,Lehrer,Dortmund,Rumänisch,28.01.2063,26/3/63,Leipzig,Köln,Essen,Deutschland,37.0,Hamburg,Leipzig,Dortmund,Deutschland,Ingenieur,,28.09.1979,München,Leipzig,Leipzig,Sekundarstufe,Angestellter,PRIMARIA,Nicht beschäftigt,20.0,11.0,4.0,Mutter
19.09.2000,Freiwillig,Russisch,29.11.2067,Hamburg,Stuttgart,Stuttgart,Deutschland,32.0,Köln,Essen,Deutschland,850.0,Mechaniker,Essen,Bulgarisch,04.12.2070,22/8/73,München,Essen,Stuttgart,Deutschland,30.0,Dortmund,Hamburg,Köln,Deutschland,Mechaniker,750.0,26.04.1996,Leipzig,Essen,Düsseldorf,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,4.0,5.0,,
19.09.2000,Freiwillig,Italienisch,09.05.2071,München,Frankfurt am Main,Dortmund,Deutschland,29.0,München,München,Deutschland,2200.0,Mechaniker,Köln,Spanisch,06.08.2070,8/12/70,München,München,Berlin,Deutschland,30.0,München,Berlin,Leipzig,Deutschland,Ingenieur,5.0,26.02.1991,Berlin,Essen,Düsseldorf,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,2.0,,2.0,
19.09.2000,Freiwillig,Russisch,24.04.2064,Köln,Berlin,Essen,Deutschland,36.0,München,München,Deutschland,2300.0,Lehrer,Hamburg,Bulgarisch,19.03.2068,1/3/82,München,München,Hamburg,Deutschland,32.0,Hamburg,Berlin,Stuttgart,Deutschland,Krankenpfleger,5000.0,12.01.1997,Berlin,Stuttgart,Dortmund,Sekundarstufe,Angestellter,Beruflich,Angestellter,2.0,9.0,,
19.09.2001,Freiwillig,Polnisch,21.07.2065,Düsseldorf,Köln,Essen,Deutschland,36.0,Stuttgart,Düsseldorf,Deutschland,10000.0,Lehrer,Leipzig,Russisch,26.07.2063,26/9/63,Frankfurt am Main,Stuttgart,Essen,Deutschland,38.0,Frankfurt am Main,Köln,Frankfurt am Main,Deutschland,Verkäufer,2800.0,12.11.1991,Essen,Berlin,Dortmund,Beruflich,Angestellter,Sekundarstufe,Angestellter,9.0,9.0,1.0,Mutter
19.09.2001,Notwendig,Rumänisch,08.02.2054,Dortmund,Essen,Stuttgart,Deutschland,47.0,Dortmund,Berlin,Deutschland,3000.0,Krankenpfleger,München,Kroatisch,05.10.2057,,Köln,Hamburg,Stuttgart,Deutschland,44.0,Hamburg,Frankfurt am Main,Hamburg,Deutschland,Buchhalter,,19.11.1982,Stuttgart,Köln,Frankfurt am Main,Sekundarstufe,TRABAJA EN SU VIVIENDA,Beruflich,Angestellter,18.0,9.0,,
19.09.2003,Freiwillig,Bulgarisch,23.10.2056,Essen,Dortmund,Stuttgart,Deutschland,46.0,Leipzig,Dortmund,Deutschland,8000.0,Krankenpfleger,Berlin,Spanisch,01.06.2059,2/6/58,Essen,Stuttgart,Frankfurt am Main,Deutschland,44.0,Leipzig,Hamburg,Frankfurt am Main,Deutschland,Krankenpfleger,,19.12.2073,Dortmund,Frankfurt am Main,Köln,Vorbereitungsstufe,Angestellter,,Nicht beschäftigt,30.0,9.0,3.0,
19.09.2003,Freiwillig,Deutsch,19.05.2067,München,Hamburg,Leipzig,Deutschland,36.0,Berlin,Stuttgart,Deutschland,4000.0,Mechaniker,Berlin,Kroatisch,23.11.2067,10/1/68,Frankfurt am Main,Hamburg,Dortmund,Deutschland,35.0,Essen,Köln,Düsseldorf,Deutschland,Ingenieur,,09.04.1998,Berlin,Leipzig,Stuttgart,Beruflich,Angestellter,Sekundarstufe,Angestellter,5.0,,,
19.09.2003,Notwendig,Russisch,13.10.1975,Leipzig,Dortmund,Berlin,Deutschland,27.0,Leipzig,München,Deutschland,1500.0,Lehrer,Stuttgart,Rumänisch,07.06.1977,,Leipzig,Berlin,Dortmund,Deutschland,26.0,Dortmund,Dortmund,Köln,Deutschland,Ingenieur,1800.0,08.08.1997,Stuttgart,Stuttgart,Berlin,Beruflich,,Vorbereitungsstufe,Angestellter,16.0,1.0,1.0,Mutter
19.09.2005,Notwendig,Rumänisch,06.05.2061,Stuttgart,Dortmund,Dortmund,Deutschland,44.0,Berlin,Berlin,Deutschland,2000.0,Ingenieur,München,Deutsch,25.02.2070,,Leipzig,Frankfurt am Main,Köln,Deutschland,35.0,Dortmund,München,Köln,Deutschland,Verkäufer,1500.0,19.10.1987,Dortmund,Stuttgart,Dortmund,Beruflich,Angestellter,PRIMARIA,Angestellter,17.0,,4.0,
19.09.2005,Notwendig,Deutsch,13.02.2058,Hamburg,Berlin,Köln,Deutschland,47.0,Düsseldorf,Köln,Deutschland,5000.0,Rechtsanwalt,Dortmund,Spanisch,16.12.2055,,Leipzig,Frankfurt am Main,Köln,Deutschland,49.0,Köln,Dortmund,Köln,Deutschland,Arzt,7000.0,12.02.1978,München,Stuttgart,Essen,Beruflich,Angestellter,Beruflich,Angestellter,27.0,,2.0,
